IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
007292-16012023,44942,2023,0.642233796,15,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW2,0,20011060,E09000003,BARNET,Barnet,E05013631,CHILDS HILL,CHILDS HILL,,,524850,186450,,,London,West Hampstead,269,West Hampstead,,,2,2,1,1,364,1
007293-16012023,44942,2023,0.64494213,15,Special Service,Special Service,Spills and Leaks (not RTC),Dwelling,House - single occupancy ,Correct incident location,,N5,0,21603679,E09000019,ISLINGTON,Islington,E05013709,MILDMAY,MILDMAY,,,532450,185350,,,London,Stoke Newington,275,Islington,,,1,1,1,1,364,1
007295-16012023,44942,2023,0.649907407,15,Special Service,Special Service,Effecting entry/exit,Road Vehicle,Car ,In street close to gazetteer location,W5 2RF,W5,12005199,20601209,E09000009,EALING,Ealing,E05013520,EALING BROADWAY,EALING BROADWAY,517421,181762,517450,181750,51.52258354,-0.308888427,London,Ealing,252,Ealing,,,1,1,1,1,364,1
007296-16012023,44942,2023,0.652962963,15,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW16,0,21901982,E09000022,LAMBETH,Lambeth,E05014115,STREATHAM ST. LEONARD'S,STREATHAM ST. LEONARD'S,,,530050,171750,,,London,Tooting,300,Tooting,355,Norbury,2,2,2,1,364,1
007297-16012023,44942,2023,0.65337963,15,False Alarm,False alarm - Good intent,,Road Vehicle,Car ,On motorway / elevated road,IG11 7SD,IG11,10012835124,22207217,E09000025,NEWHAM,Newham,E05013910,EAST HAM SOUTH,EAST HAM SOUTH,543914,182901,543950,182950,51.52669048,0.073199278,London,Barking,601,Barking,,,1,1,1,1,364,1
007298-16012023,44942,2023,0.655532407,15,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,,SE4,0,22006024,E09000023,LEWISHAM,Lewisham,E05013732,TELEGRAPH HILL,TELEGRAPH HILL,,,535950,175350,,,London,New Cross,324,New Cross,,,1,1,1,1,364,1
007300-16012023,44942,2023,0.656898148,15,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N16,0,20900061,E09000012,HACKNEY,Hackney,E05009387,WOODBERRY DOWN,WOODBERRY DOWN,,,533350,187950,,,London,Stoke Newington,,,,,1,1,1,1,364,3
007303-16012023,44942,2023,0.660972222,15,False Alarm,False alarm - Good intent,,Non Residential,Prison ,Correct incident location,TW13 4ND,TW13,1.00023E+11,21509601,E09000018,HOUNSLOW,Hounslow,E05013614,FELTHAM WEST,FELTHAM WEST,508769,172512,508750,172550,51.44117373,-0.436385721,London,Feltham,389,Feltham,509,Twickenham,2,3,3,2,728,1
007305-16012023,44942,2023,0.664050926,15,False Alarm,AFA,,Non Residential,Single shop ,Within same building,WC1V 6NX,WC1V,5193822,20401133,E09000007,CAMDEN,Camden,E05013662,HOLBORN & COVENT GARDEN,HOLBORN & COVENT GARDEN,530615,181571,530650,181550,51.5179688,-0.118891,London,Soho,231,Soho,,,1,1,1,1,364,2
007306-16012023,44942,2023,0.664872685,15,False Alarm,AFA,,Non Residential,College/University ,Correct incident location,EC1V 7LA,EC1V,10001298550,21604971,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,531565,182974,531550,182950,51.53035836,-0.104678269,London,Islington,192,Islington,,,1,1,1,1,364,1
007308-16012023,44942,2023,0.667326389,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,CR0,0,20501159,E09000008,CROYDON,Croydon,E05011462,ADDISCOMBE EAST,ADDISCOMBE EAST,,,533850,166150,,,London,Woodside,,,,,1,1,1,1,364,1
007310-16012023,44942,2023,0.671909722,16,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,N1,0,21606029,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,,,532250,183650,,,London,Islington,284,Shoreditch,,,1,1,1,1,364,1
007311-16012023,44942,2023,0.672465278,16,Special Service,Special Service,No action (not false alarm),Outdoor,River/canal ,Open land/water - nearest gazetteer location,E15 2PY,E15,10023995837,22201312,E09000025,NEWHAM,Newham,E05013924,STRATFORD,STRATFORD,538186,183498,538150,183450,51.53349347,-0.009076525,London,Stratford,402,Poplar,,,1,1,1,1,364,1
007312-16012023,44942,2023,0.675462963,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N16,0,20900061,E09000012,HACKNEY,Hackney,E05009387,WOODBERRY DOWN,WOODBERRY DOWN,,,533250,187950,,,London,Stoke Newington,63,Stoke Newington,,,1,1,1,1,364,1
007313-16012023,44942,2023,0.677638889,16,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W1W,0,8401025,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,,,529050,181550,,,London,Soho,262,Soho,,,1,1,1,1,364,1
007317-16012023,44942,2023,0.686145833,16,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N17,0,21105043,E09000014,HARINGEY,Haringey,E05013596,NORTHUMBERLAND PARK,NORTHUMBERLAND PARK,,,534250,190550,,,London,Tottenham,,,,,1,1,1,1,364,1
007318-16012023,44942,2023,0.686203704,16,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Within same building,WC1V 6NX,WC1V,5193821,20401133,E09000007,CAMDEN,Camden,E05013662,HOLBORN & COVENT GARDEN,HOLBORN & COVENT GARDEN,530615,181571,530650,181550,51.5179688,-0.118891,London,Soho,277,Soho,,,1,1,1,1,364,1
007319-16012023,44942,2023,0.687418981,16,Special Service,Special Service,Lift Release,Dwelling,House - single occupancy ,Within same building,,SW19,0,22103180,E09000024,MERTON,Merton,E05013826,WANDLE,WANDLE,,,526150,171250,,,London,Wimbledon,356,Wimbledon,,,1,1,1,1,364,1
007322-16012023,44942,2023,0.697303241,16,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,SE7,0,20800925,E09000011,GREENWICH,Greenwich,E05014075,CHARLTON VILLAGE & RIVERSIDE,CHARLTON VILLAGE & RIVERSIDE,,,542350,178050,,,London,East Greenwich,324,East Greenwich,455,Plumstead,2,2,2,1,364,1
007323-16012023,44942,2023,0.697997685,16,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E9,0,20900531,E09000012,HACKNEY,Hackney,E05009374,HACKNEY WICK,HACKNEY WICK,,,536350,184650,,,London,Homerton,273,Homerton,299,Homerton,1,2,2,1,364,1
007324-16012023,44942,2023,0.698032407,16,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,W10,0,8400073,E09000033,WESTMINSTER,Westminster,E05013804,QUEEN'S PARK,QUEEN'S PARK,,,524250,182450,,,London,North Kensington,467,Paddington,,,1,1,1,1,364,1
007325-16012023,44942,2023,0.698043981,16,Special Service,Special Service,No action (not false alarm),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,KT6,0,21800798,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013945,TOLWORTH,TOLWORTH,,,519050,165950,,,London,Surbiton,,,,,,,,,,2
007328-16012023,44942,2023,0.703611111,16,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W10,0,21700909,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009399,NOTTING DALE,NOTTING DALE,,,523950,181050,,,London,North Kensington,375,Paddington,677,Kensington,2,2,2,1,364,1
007330-16012023,44942,2023,0.705960648,16,False Alarm,AFA,,Non Residential,Sewage works ,On land associated with building,E15 2RF,E15,10025542671,22208023,E09000025,NEWHAM,Newham,E05013924,STRATFORD,STRATFORD,538689,183050,538650,183050,51.52933929,-0.00200797,London,Stratford,461,Homerton,,,1,1,1,1,364,1
007331-16012023,44942,2023,0.706516204,16,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,SW9 8LB,SW9,10090196976,21902270,E09000022,LAMBETH,Lambeth,E05014098,BRIXTON WINDRUSH,BRIXTON WINDRUSH,531163,175361,531150,175350,51.4620342,-0.1133028,London,Brixton,161,Brixton,,,1,1,1,1,364,1
007335-16012023,44942,2023,0.708796296,17,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N16,0,21606643,E09000019,ISLINGTON,Islington,E05013709,MILDMAY,MILDMAY,,,533250,185250,,,London,Stoke Newington,253,Stoke Newington,,,1,1,1,1,364,1
007337-16012023,44942,2023,0.710659722,17,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW1,0,20400782,E09000007,CAMDEN,Camden,E05013669,ST. PANCRAS & SOMERS TOWN,ST. PANCRAS & SOMERS TOWN,,,529550,182950,,,London,Euston,295,Euston,330,Soho,4,5,5,2,728,1
007338-16012023,44942,2023,0.714189815,17,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,E14,0,22700445,E09000030,TOWER HAMLETS,Tower Hamlets,E05009328,POPLAR,POPLAR,,,537850,180950,,,London,Poplar,8,Poplar,,,1,1,1,1,364,1
007340-16012023,44942,2023,0.715520833,17,Special Service,Special Service,Advice Only,Dwelling,House - single occupancy ,Within same building,,IG1,0,22302959,E09000026,REDBRIDGE,Redbridge,E05011247,LOXFORD,LOXFORD,,,543850,185150,,,London,Ilford,408,Ilford,,,1,1,1,1,364,1
007341-16012023,44942,2023,0.716435185,17,Special Service,Special Service,Assist other agencies,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SE3,0,20800850,E09000011,GREENWICH,Greenwich,E05014073,BLACKHEATH WESTCOMBE,BLACKHEATH WESTCOMBE,,,540450,176750,,,London,East Greenwich,308,East Greenwich,,,1,1,1,1,364,2
007343-16012023,44942,2023,0.720925926,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW11,0,20018180,E09000003,BARNET,Barnet,E05013642,GOLDERS GREEN,GOLDERS GREEN,,,524550,187850,,,London,Hendon,319,Hendon,333,Hendon,1,2,2,1,364,1
007346-16012023,44942,2023,0.723101852,17,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE10,0,20800177,E09000011,GREENWICH,Greenwich,E05014076,EAST GREENWICH,EAST GREENWICH,,,539450,178350,,,London,East Greenwich,499,Greenwich,505,Deptford,2,2,2,1,364,1
007347-16012023,44942,2023,0.725381944,17,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,BR4,0,20301566,E09000006,BROMLEY,Bromley,E05014008,WEST WICKHAM,WEST WICKHAM,,,538050,166050,,,London,Woodside,461,Woodside,487,Beckenham,2,2,2,1,364,1
007349-16012023,44942,2023,0.728738426,17,False Alarm,AFA,,Non Residential,Large supermarket ,Within same building,RM6 4AU,RM6,10093036342,22306013,E09000026,REDBRIDGE,Redbridge,E05011237,CHADWELL,CHADWELL,547167,187817,547150,187850,51.57002483,0.122112034,London,Ilford,305,Ilford,,,1,1,1,1,364,1
007350-16012023,44942,2023,0.72994213,17,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Correct incident location,,E16,0,22201627,E09000025,NEWHAM,Newham,E05013907,CANNING TOWN SOUTH,CANNING TOWN SOUTH,,,540050,181350,,,London,Plaistow,303,Plaistow,,,1,1,1,1,364,1
007353-16012023,44942,2023,0.733900463,17,False Alarm,AFA,,Non Residential,Other office/call centre type building,Within same building,EC1R 0AT,EC1R,5300020910,21604536,E09000019,ISLINGTON,Islington,E05013702,CLERKENWELL,CLERKENWELL,531455,182277,531450,182250,51.52412473,-0.106522507,London,Shoreditch,337,Islington,,,1,1,1,1,364,1
007354-16012023,44942,2023,0.736666667,17,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W6,0,21000745,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013740,GROVE,GROVE,,,523150,178850,,,London,Hammersmith,345,Hammersmith,347,Hammersmith,1,2,2,1,364,1
007355-16012023,44942,2023,0.738194444,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E5,0,20900796,E09000012,HACKNEY,Hackney,E05009372,HACKNEY CENTRAL,HACKNEY CENTRAL,,,534650,185350,,,London,Homerton,180,Homerton,284,Homerton,1,2,2,2,728,1
007356-16012023,44942,2023,0.742905093,17,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,SW3,0,21700446,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009403,ROYAL HOSPITAL,ROYAL HOSPITAL,,,527450,178150,,,London,Chelsea,179,Chelsea,570,Battersea,2,2,2,1,364,1
007357-16012023,44942,2023,0.743460648,17,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE18,0,20801555,E09000011,GREENWICH,Greenwich,E05014087,PLUMSTEAD & GLYNDON,PLUMSTEAD & GLYNDON,,,544450,178750,,,London,Plumstead,258,Plumstead,,,1,1,1,1,364,1
007358-16012023,44942,2023,0.74599537,17,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Within same building,,SE16,0,22500082,E09000028,SOUTHWARK,Southwark,E05011116,SOUTH BERMONDSEY,SOUTH BERMONDSEY,,,534650,178750,,,London,Old Kent Road,,,,,1,1,1,1,364,1
007359-16012023,44942,2023,0.746481481,17,False Alarm,AFA,,Non Residential,Theatre ,Within same building,WC2N 5DE,WC2N,1.00023E+11,8401479,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,530314,180339,530350,180350,51.5069665,-0.1236819,London,Soho,229,Soho,,,1,1,1,1,364,1
007360-16012023,44942,2023,0.749386574,17,False Alarm,AFA,,Non Residential,Large supermarket ,Within same building,SE17 2NA,SE17,2.00003E+11,22502642,E09000028,SOUTHWARK,Southwark,E05011102,FARADAY,FARADAY,532397,178038,532350,178050,51.4858045,-0.0945482,London,Old Kent Road,312,Peckham,,,1,1,1,1,364,1
007361-16012023,44942,2023,0.751863426,18,False Alarm,AFA,,Non Residential,Medical/health centre,Correct incident location,CR9 2RS,CR9,10092007998,20501136,E09000008,CROYDON,Croydon,E05011465,BROAD GREEN,BROAD GREEN,532091,166368,532050,166350,51.38100868,-0.103294304,London,Croydon,344,Croydon,,,1,1,1,1,364,2
007362-16012023,44942,2023,0.752384259,18,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE5,0,22502278,E09000028,SOUTHWARK,Southwark,E05011096,CAMBERWELL GREEN,CAMBERWELL GREEN,,,532850,177350,,,London,Peckham,282,Old Kent Road,384,Brixton,2,2,2,2,728,1
007363-16012023,44942,2023,0.752777778,18,False Alarm,AFA,,Non Residential,Sports/Social club ,Correct incident location,W12 7PA,W12,34145003,21000741,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013752,WHITE CITY,WHITE CITY,522993,180581,522950,180550,51.510788,-0.229021342,London,Hammersmith,328,Hammersmith,,,1,1,1,1,364,1
007365-16012023,44942,2023,0.754548611,18,Special Service,Special Service,Lift Release,Non Residential,Medical/health centre,Correct incident location,NW10 2PT,NW10,202209887,20200934,E09000005,BRENT,Brent,E05013517,WILLESDEN GREEN,WILLESDEN GREEN,522558,184655,522550,184650,51.54749234,-0.233874019,London,Willesden,178,Willesden,,,1,1,1,1,364,1
007366-16012023,44942,2023,0.754583333,18,False Alarm,False alarm - Good intent,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,N11,0,20016740,E09000003,BARNET,Barnet,E05013629,BRUNSWICK PARK,BRUNSWICK PARK,,,528650,192450,,,London,Southgate,350,Southgate,,,1,1,1,1,364,2
007367-16012023,44942,2023,0.75568287,18,False Alarm,AFA,,Non Residential,Day care/Drop in centre,Correct incident location,W1F 0RN,W1F,1.00024E+11,8401132,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529583,180877,529550,180850,51.511969,-0.134011,London,Soho,180,Soho,,,1,1,1,1,364,1
007369-16012023,44942,2023,0.760787037,18,False Alarm,AFA,,Non Residential,Call Centre ,Within same building,EC2M 1NH,EC2M,95505583,8100373,E09000001,CITY OF LONDON,City Of london,E05009295,BROAD STREET,BROAD STREET,533053,181521,533050,181550,51.51695087,-0.083788734,London,Shoreditch,287,Whitechapel,,,1,1,1,1,364,1
007370-16012023,44942,2023,0.761157407,18,Fire,Primary Fire,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,TW9,0,22406681,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013784,NORTH RICHMOND,NORTH RICHMOND,,,518850,175350,,,London,Richmond,310,Richmond,557,Chiswick,2,2,2,1,364,1
007371-16012023,44942,2023,0.762789352,18,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E4,0,22849800,E09000031,WALTHAM FOREST,Waltham Forest,E05013894,LARKSWOOD,LARKSWOOD,,,537350,192550,,,London,Chingford,277,Chingford,,,1,1,1,1,364,2
007372-16012023,44942,2023,0.763449074,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,KT2,0,21800858,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013930,CANBURY GARDENS,CANBURY GARDENS,,,518050,169750,,,London,Kingston,242,Kingston,247,Kingston,1,2,2,1,364,2
007373-16012023,44942,2023,0.76369213,18,Special Service,Special Service,Advice Only,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,CR7,0,20500721,E09000008,CROYDON,Croydon,E05011464,BENSHAM MANOR,BENSHAM MANOR,,,531650,167950,,,London,Norbury,296,Croydon,,,1,1,1,1,364,1
007375-16012023,44942,2023,0.766076389,18,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,UB6 9EG,UB6,12141173,20601120,E09000009,EALING,Ealing,E05013523,GREENFORD BROADWAY,GREENFORD BROADWAY,514180,182204,514150,182250,51.52722132,-0.35544253,London,Southall,473,Southall,,,1,1,1,1,364,1
007377-16012023,44942,2023,0.769803241,18,Special Service,Special Service,Spills and Leaks (not RTC),Road Vehicle,Car ,On land associated with building,BR2 9HD,BR2,10070001300,20300424,E09000006,BROMLEY,Bromley,E05013991,BROMLEY TOWN,BROMLEY TOWN,540423,168631,540450,168650,51.39934195,0.017252254,London,Bromley,252,Bromley,,,1,1,1,1,364,1
007378-16012023,44942,2023,0.776863426,18,False Alarm,AFA,,Non Residential,Call Centre ,Within same building,EC2M 1NH,EC2M,10091782583,8100373,E09000001,CITY OF LONDON,City Of london,E05009295,BROAD STREET,BROAD STREET,533052,181520,533050,181550,51.51694893,-0.083798918,London,Shoreditch,181,Whitechapel,,,1,1,1,1,364,1
007379-16012023,44942,2023,0.779988426,18,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,,N11,0,21101741,E09000014,HARINGEY,Haringey,E05013586,BOUNDS GREEN,BOUNDS GREEN,,,529850,191750,,,London,Southgate,376,Southgate,456,Finchley,2,2,2,1,364,1
007380-16012023,44942,2023,0.78037037,18,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,CR7 8RF,CR7,1.00021E+11,20501250,E09000008,CROYDON,Croydon,E05011486,THORNTON HEATH,THORNTON HEATH,532703,168181,532750,168150,51.39715436,-0.093829811,London,Norbury,361,Norbury,,,1,1,1,2,728,8
007381-16012023,44942,2023,0.7809375,18,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,NW8,0,20400561,E09000007,CAMDEN,Camden,E05013665,KILBURN,KILBURN,,,525850,183750,,,London,West Hampstead,282,West Hampstead,,,1,1,1,1,364,1
007384-16012023,44942,2023,0.78125,18,False Alarm,AFA,,Other Residential,Other Residential Home ,Correct incident location,W10 4JP,W10,10033561531,8402113,E09000033,WESTMINSTER,Westminster,E05013804,QUEEN'S PARK,QUEEN'S PARK,524369,182852,524350,182850,51.5308897,-0.2084117,London,North Kensington,285,North Kensington,419,Paddington,2,2,2,1,364,2
007391-16012023,44942,2023,0.787719907,18,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,IG8,0,22306446,E09000026,REDBRIDGE,Redbridge,E05011236,BRIDGE,BRIDGE,,,541850,191550,,,London,Woodford,368,Woodford,470,Hainault,2,2,2,1,364,1
007393-16012023,44942,2023,0.790659722,18,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,N17 0PG,N17,1.00021E+11,21105174,E09000014,HARINGEY,Haringey,E05013596,NORTHUMBERLAND PARK,NORTHUMBERLAND PARK,534215,191340,534250,191350,51.604912,-0.063312,London,Tottenham,346,Tottenham,,,1,1,1,1,364,1
007394-16012023,44942,2023,0.794907407,19,Fire,Primary Fire,,Non Residential,Single shop ,Correct incident location,IG8 8AQ,IG8,10034918956,22306446,E09000026,REDBRIDGE,Redbridge,E05011236,BRIDGE,BRIDGE,542280,191687,542250,191650,51.606052,0.05321,London,Woodford,185,Woodford,187,Woodford,4,4,6,13,4732,7
